Topic,Words,Frequency,Timestamp
67,"anomaly detection, anomaly, outlier, outlier detection, time series",171,2023-01-04 15:36:00.000
68,"physicsinformed, physicsinformed neural, differential equations, pdes, partial differential",218,2023-01-04 15:36:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",225,2023-01-04 15:36:00.000
70,"community, community detection, complex networks, centrality, social networks",149,2023-01-04 15:36:00.000
71,"metamaterials, plasmonic, plasmon, metamaterial, dielectric",152,2023-01-04 15:36:00.000
72,"news, fake, opinion, twitter, misinformation",206,2023-01-04 15:36:00.000
73,"inverse problems, diffusion models, normalizing, normalizing flows, bayesian inverse",124,2023-01-04 15:36:00.000
74,"supernova, ia, sn, remnant, remnants",144,2023-01-04 15:36:00.000
75,"entanglement, entangled, multipartite, entanglement entropy, quantum entanglement",168,2023-01-04 15:36:00.000
76,"boseeinstein, bose, condensates, superfluid, condensate",142,2023-01-04 15:36:00.000
77,"neutron, neutron stars, star, stars, mergers",163,2023-01-04 15:36:00.000
78,"matrices, random matrices, markov, markov chains, central limit",143,2023-01-04 15:36:00.000
79,"telescope, astronomy, astronomical, sky, observatory",145,2023-01-04 15:36:00.000
80,"detector, detectors, pixel, silicon, liquid",149,2023-01-04 15:36:00.000
81,"knots, links, knot, braid, homology",119,2023-01-04 15:36:00.000
82,"materials, additive manufacturing, manufacturing, interatomic, molecular",148,2023-01-04 15:36:00.000
83,"remote sensing, remote, sensing, sensing image, crop",106,2023-01-04 15:36:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",121,2023-01-04 15:36:00.000
-1,"quantum, language, equations, optical, theorem",37813,2023-05-17 19:12:00.000
0,"galaxies, galaxy, stars, stellar, star",2776,2023-05-17 19:12:00.000
1,"hall, superconductivity, spin, magnetic, superconductors",2262,2023-05-17 19:12:00.000
2,"collisions, qcd, production, decays, higgs",1784,2023-05-17 19:12:00.000
3,"curvature, surfaces, curves, bundles, varieties",1729,2023-05-17 19:12:00.000
4,"gravity, gauge, theories, inflation, cosmological",1509,2023-05-17 19:12:00.000
5,"mimo, communications, wireless, communication, beamforming",1123,2023-05-17 19:12:00.000
6,"graphs, trees, hypergraphs, cycles, chromatic",1285,2023-05-17 19:12:00.000
7,"language, language models, large language, translation, machine translation",1032,2023-05-17 19:12:00.000
8,"segmentation, medical, medical image, image segmentation, mri",1151,2023-05-17 19:12:00.000
9,"black, black holes, holes, black hole, hole",995,2023-05-17 19:12:00.000
10,"speech, audio, speaker, speech recognition, music",1183,2023-05-17 19:12:00.000
11,"quantum, circuits, quantum circuits, quantum computing, variational quantum",758,2023-05-17 19:12:00.000
12,"time series, forecasting, series forecasting, carlo, multivariate",757,2023-05-17 19:12:00.000
13,"ai, intelligence, artificial intelligence, education, agents",515,2023-05-17 19:12:00.000
14,"nonconvex, convex, descent, optimization problems, proximal",676,2023-05-17 19:12:00.000
15,"algebras, categories, lie, modules, algebra",694,2023-05-17 19:12:00.000
16,"photonic, optical, cavity, waveguide, laser",643,2023-05-17 19:12:00.000
17,"protein, molecular, cell, drug, dna",509,2023-05-17 19:12:00.000
18,"spiking, brain, spiking neural, eeg, disease",575,2023-05-17 19:12:00.000
19,"financial, market, stock, portfolio, pricing",481,2023-05-17 19:12:00.000
20,"deep neural, dnn, architecture search, pruning, neural architecture",525,2023-05-17 19:12:00.000
21,"reinforcement learning, reinforcement, policy, offline, multiagent",509,2023-05-17 19:12:00.000
22,"granular, porous, polymer, droplet, droplets",581,2023-05-17 19:12:00.000
23,"electricity, wind, charging, electric, grid",459,2023-05-17 19:12:00.000
24,"driving, autonomous, traffic, planning, autonomous driving",545,2023-05-17 19:12:00.000
25,"object detection, object, point cloud, cloud, lidar",524,2023-05-17 19:12:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, spread",375,2023-05-17 19:12:00.000
27,"domain adaptation, adaptation, label, contrastive, domain generalization",514,2023-05-17 19:12:00.000
28,"manipulation, robots, robot, imitation, robotic",417,2023-05-17 19:12:00.000
29,"causal, treatment, causal inference, imputation, quantile",425,2023-05-17 19:12:00.000
30,"dark, dark matter, dark energy, axion, portal",452,2023-05-17 19:12:00.000
31,"optimal control, predictive control, model predictive, predictive, kalman",378,2023-05-17 19:12:00.000
32,"navierstokes, navierstokes equations, galerkin, equations, compressible",430,2023-05-17 19:12:00.000
33,"pulsar, gammaray, xray, bursts, pulsars",464,2023-05-17 19:12:00.000
34,"software, code generation, vulnerability, source code, requirements",352,2023-05-17 19:12:00.000
35,"depth, depth estimation, stereo, monocular, splatting",313,2023-05-17 19:12:00.000
36,"serverless, gpu, hpc, cloud, encryption",388,2023-05-17 19:12:00.000
37,"adversarial, attacks, attack, adversarial attacks, backdoor",433,2023-05-17 19:12:00.000
38,"elliptic, fractional, equations, elliptic equations, laplacian",367,2023-05-17 19:12:00.000
39,"operators, sobolev, banach, hardy, inequalities",388,2023-05-17 19:12:00.000
40,"clinical, health, medical, depression, biomedical",329,2023-05-17 19:12:00.000
41,"face, facial, face recognition, recognition, deepfake",398,2023-05-17 19:12:00.000
42,"graph neural, node, graphs, link prediction, representation learning",413,2023-05-17 19:12:00.000
43,"neutrino, neutrinos, oscillations, highenergy, dark",361,2023-05-17 19:12:00.000
44,"superresolution, image superresolution, denoising, video, lowlight",346,2023-05-17 19:12:00.000
45,"logic, automata, logics, boolean, modal",494,2023-05-17 19:12:00.000
46,"solar, coronal, wind, flare, magnetic",348,2023-05-17 19:12:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",377,2023-05-17 19:12:00.000
48,"plasma, plasmas, electron, laser, ion",324,2023-05-17 19:12:00.000
49,"federated, federated learning, learning federated, client, personalized federated",399,2023-05-17 19:12:00.000
50,"bilayer, twisted, graphite, hall, electronic",328,2023-05-17 19:12:00.000
51,"question, answering, question answering, knowledge, knowledge graph",274,2023-05-17 19:12:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",279,2023-05-17 19:12:00.000
53,"action, action recognition, recognition, reality, activity recognition",294,2023-05-17 19:12:00.000
54,"visionlanguage, visionlanguage models, multimodal, vision language, reasoning",227,2023-05-17 19:12:00.000
55,"climate, seismic, earthquake, assimilation, weather",249,2023-05-17 19:12:00.000
56,"turbulence, turbulent, convection, vortex, stratified",342,2023-05-17 19:12:00.000
57,"transformers, transformer, vision, attention, vision transformers",276,2023-05-17 19:12:00.000
58,"uav, aerial, drone, swarm, uavs",290,2023-05-17 19:12:00.000
59,"texttoimage, editing, image generation, diffusion models, video",248,2023-05-17 19:12:00.000
60,"groups, subgroups, finite groups, finite, abelian groups",273,2023-05-17 19:12:00.000
61,"blockchain, smart, contracts, smart contracts, fraud",262,2023-05-17 19:12:00.000
62,"private, privacy, differentially private, differentially, differential privacy",259,2023-05-17 19:12:00.000
63,"games, game, nash, mean field, equilibria",236,2023-05-17 19:12:00.000
64,"brownian, brownian motion, stochastic differential, sdes, equations",215,2023-05-17 19:12:00.000
65,"codes, decoding, polar, cyclic, constructions",211,2023-05-17 19:12:00.000
66,"dialogue, chatgpt, dialog, taskoriented, conversational",318,2023-05-17 19:12:00.000
67,"anomaly detection, anomaly, outlier, unsupervised, outlier detection",204,2023-05-17 19:12:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, pdes",216,2023-05-17 19:12:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",242,2023-05-17 19:12:00.000
70,"community, community detection, complex networks, centrality, communities",179,2023-05-17 19:12:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, surface",168,2023-05-17 19:12:00.000
72,"news, fake, opinion, social, media",181,2023-05-17 19:12:00.000
73,"diffusion models, inverse problems, diffusion model, normalizing, normalizing flows",123,2023-05-17 19:12:00.000
74,"supernova, ia, sn, remnant, remnants",203,2023-05-17 19:12:00.000
75,"entanglement, multipartite, entanglement entropy, entangled, bipartite",170,2023-05-17 19:12:00.000
76,"boseeinstein, bose, condensates, superfluid, condensate",147,2023-05-17 19:12:00.000
77,"neutron, neutron stars, star, stars, mergers",173,2023-05-17 19:12:00.000
78,"matrices, random matrices, markov, central limit, markov chains",157,2023-05-17 19:12:00.000
79,"telescope, astronomy, astronomical, sky, observatory",136,2023-05-17 19:12:00.000
80,"detector, detectors, readout, pixel, liquid",138,2023-05-17 19:12:00.000
81,"knots, knot, links, braid, homology",172,2023-05-17 19:12:00.000
82,"materials, interatomic, additive manufacturing, potentials, manufacturing",159,2023-05-17 19:12:00.000
83,"remote sensing, remote, sensing, crop, plant",149,2023-05-17 19:12:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",181,2023-05-17 19:12:00.000
-1,"quantum, language, language models, large language, equations",38093,2023-09-27 22:48:00.000
0,"galaxies, galaxy, stars, stellar, star",2515,2023-09-27 22:48:00.000
1,"magnetic, hall, superconductivity, spin, films",2240,2023-09-27 22:48:00.000
2,"collisions, qcd, production, decays, quark",1703,2023-09-27 22:48:00.000
3,"curvature, surfaces, bundles, curves, polynomials",1641,2023-09-27 22:48:00.000
4,"gravity, gauge, inflation, theories, cosmological",1488,2023-09-27 22:48:00.000
5,"mimo, communications, wireless, communication, beamforming",1272,2023-09-27 22:48:00.000
6,"graphs, trees, hypergraphs, coloring, cycles",1121,2023-09-27 22:48:00.000
7,"language, language models, large language, translation, language model",1319,2023-09-27 22:48:00.000
8,"segmentation, medical, mri, medical image, image segmentation",1079,2023-09-27 22:48:00.000
9,"black, black hole, hole, black holes, holes",1013,2023-09-27 22:48:00.000
10,"speech, audio, speech recognition, music, speaker",1052,2023-09-27 22:48:00.000
11,"quantum, quantum circuits, circuits, quantum computing, quantum systems",932,2023-09-27 22:48:00.000
12,"time series, forecasting, series forecasting, multivariate, highdimensional",846,2023-09-27 22:48:00.000
13,"ai, intelligence, artificial intelligence, generative ai, agents",591,2023-09-27 22:48:00.000
14,"descent, convex, gradient descent, nonconvex, multiobjective",685,2023-09-27 22:48:00.000
15,"algebras, categories, lie, modules, algebra",616,2023-09-27 22:48:00.000
16,"photonic, optical, cavity, laser, fiber",524,2023-09-27 22:48:00.000
17,"protein, molecular, drug, dna, cell",635,2023-09-27 22:48:00.000
18,"spiking, brain, eeg, spiking neural, disease",570,2023-09-27 22:48:00.000
19,"financial, market, portfolio, stock, volatility",528,2023-09-27 22:48:00.000
20,"deep neural, pruning, training, dnn, relu",529,2023-09-27 22:48:00.000
21,"reinforcement learning, reinforcement, policy, offline, offline reinforcement",574,2023-09-27 22:48:00.000
22,"granular, porous, droplet, droplets, polymer",553,2023-09-27 22:48:00.000
23,"electricity, wind, renewable, power systems, charging",596,2023-09-27 22:48:00.000
24,"autonomous, driving, traffic, autonomous driving, planning",521,2023-09-27 22:48:00.000
25,"object detection, object, point cloud, cloud, lidar",531,2023-09-27 22:48:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",358,2023-09-27 22:48:00.000
27,"domain adaptation, adaptation, label, contrastive, domain generalization",505,2023-09-27 22:48:00.000
28,"manipulation, robot, robotic, imitation, locomotion",464,2023-09-27 22:48:00.000
29,"causal, treatment, causal inference, trials, imputation",488,2023-09-27 22:48:00.000
30,"dark, dark matter, dark energy, axion, ultralight",386,2023-09-27 22:48:00.000
31,"predictive control, optimal control, predictive, model predictive, kalman",392,2023-09-27 22:48:00.000
32,"navierstokes, navierstokes equations, galerkin, equations, element",410,2023-09-27 22:48:00.000
33,"pulsar, xray, gammaray, bursts, pulsars",433,2023-09-27 22:48:00.000
34,"software, code generation, vulnerability, language, large language",444,2023-09-27 22:48:00.000
35,"depth, depth estimation, splatting, gaussian splatting, monocular",372,2023-09-27 22:48:00.000
36,"gpu, serverless, hpc, cloud, riscv",399,2023-09-27 22:48:00.000
37,"adversarial, attacks, attack, adversarial attacks, backdoor",432,2023-09-27 22:48:00.000
38,"elliptic, fractional, equations, laplacian, elliptic equations",358,2023-09-27 22:48:00.000
39,"operators, sobolev, inequality, inequalities, banach",309,2023-09-27 22:48:00.000
40,"clinical, health, medical, depression, biomedical",406,2023-09-27 22:48:00.000
41,"face, facial, face recognition, recognition, deepfake",372,2023-09-27 22:48:00.000
42,"graph neural, graphs, link prediction, graph learning, node",382,2023-09-27 22:48:00.000
43,"neutrino, neutrinos, oscillations, flavor, dark",255,2023-09-27 22:48:00.000
44,"superresolution, image superresolution, quality assessment, quality, video",342,2023-09-27 22:48:00.000
45,"logic, automata, boolean, logics, modal",310,2023-09-27 22:48:00.000
46,"solar, coronal, flare, wind, magnetic",302,2023-09-27 22:48:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",344,2023-09-27 22:48:00.000
48,"plasma, plasmas, laser, electron, acceleration",300,2023-09-27 22:48:00.000
49,"federated, federated learning, personalized federated, learning federated, personalized",456,2023-09-27 22:48:00.000
50,"bilayer, twisted, graphite, moire, hall",250,2023-09-27 22:48:00.000
51,"question, answering, question answering, knowledge, knowledge graph",321,2023-09-27 22:48:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, operators",264,2023-09-27 22:48:00.000
53,"action, action recognition, recognition, reality, activity recognition",307,2023-09-27 22:48:00.000
54,"visionlanguage, multimodal, visionlanguage models, reasoning, visual",256,2023-09-27 22:48:00.000
55,"seismic, climate, weather, precipitation, assimilation",335,2023-09-27 22:48:00.000
56,"turbulence, turbulent, convection, vortex, waves",293,2023-09-27 22:48:00.000
57,"transformers, transformer, attention, vision, vision transformers",305,2023-09-27 22:48:00.000
58,"uav, aerial, uavs, drone, trajectory",281,2023-09-27 22:48:00.000
59,"texttoimage, editing, diffusion models, image generation, video",343,2023-09-27 22:48:00.000
60,"groups, subgroups, finite, finite groups, abelian",241,2023-09-27 22:48:00.000
61,"blockchain, smart, contracts, fraud, smart contracts",234,2023-09-27 22:48:00.000
62,"privacy, private, differentially private, differentially, differential privacy",252,2023-09-27 22:48:00.000
63,"games, game, mean field, nash, mean",254,2023-09-27 22:48:00.000
64,"brownian, sdes, brownian motion, equations, stochastic differential",222,2023-09-27 22:48:00.000
65,"codes, decoding, polar, coding, weight",223,2023-09-27 22:48:00.000
66,"dialogue, chatgpt, taskoriented, dialog, conversational",341,2023-09-27 22:48:00.000
67,"anomaly detection, anomaly, outlier, time series, unsupervised",254,2023-09-27 22:48:00.000
68,"physicsinformed, physicsinformed neural, differential equations, pdes, partial differential",262,2023-09-27 22:48:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",226,2023-09-27 22:48:00.000
70,"community, community detection, complex networks, centrality, social networks",180,2023-09-27 22:48:00.000
71,"metamaterials, plasmonic, plasmon, metamaterial, surface",181,2023-09-27 22:48:00.000
72,"news, opinion, fake, misinformation, social",210,2023-09-27 22:48:00.000
73,"diffusion models, inverse problems, normalizing, diffusion model, flow matching",210,2023-09-27 22:48:00.000
74,"supernova, ia, sn, remnant, remnants",162,2023-09-27 22:48:00.000
75,"entanglement, entanglement entropy, multipartite, entangled, quantum entanglement",152,2023-09-27 22:48:00.000
76,"boseeinstein, condensates, bose, superfluid, condensate",159,2023-09-27 22:48:00.000
77,"neutron, neutron stars, star, stars, mergers",148,2023-09-27 22:48:00.000
78,"matrices, random matrices, markov, markov chains, central limit",128,2023-09-27 22:48:00.000
79,"telescope, astronomy, astronomical, sky, observatory",160,2023-09-27 22:48:00.000
80,"detector, detectors, readout, argon, liquid",138,2023-09-27 22:48:00.000
81,"knots, knot, braid, links, homology",129,2023-09-27 22:48:00.000
82,"materials, additive manufacturing, manufacturing, molecular, potentials",172,2023-09-27 22:48:00.000
83,"remote sensing, remote, sensing, crop, imagery",153,2023-09-27 22:48:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",194,2023-09-27 22:48:00.000
-1,"quantum, language, language models, large language, visual",41947,2024-02-08 02:24:00.000
0,"galaxies, galaxy, stellar, star, stars",2261,2024-02-08 02:24:00.000
1,"hall, magnetic, spin, superconductivity, films",2218,2024-02-08 02:24:00.000
2,"collisions, qcd, production, decays, higgs",1605,2024-02-08 02:24:00.000
3,"curvature, surfaces, curves, bundles, manifolds",1856,2024-02-08 02:24:00.000
4,"gravity, gauge, theories, cosmological, inflation",1494,2024-02-08 02:24:00.000
5,"mimo, communications, wireless, communication, beamforming",1322,2024-02-08 02:24:00.000
6,"graphs, trees, hypergraphs, ramsey, coloring",1268,2024-02-08 02:24:00.000
7,"language, language models, large language, language model, reasoning",1761,2024-02-08 02:24:00.000
8,"segmentation, medical, medical image, mri, image segmentation",1183,2024-02-08 02:24:00.000
9,"black, black hole, black holes, hole, holes",987,2024-02-08 02:24:00.000
10,"speech, audio, music, speech recognition, speaker",976,2024-02-08 02:24:00.000
11,"quantum, circuits, quantum computing, quantum circuits, quantum systems",1011,2024-02-08 02:24:00.000
12,"time series, forecasting, series forecasting, multivariate, highdimensional",901,2024-02-08 02:24:00.000
13,"ai, generative ai, intelligence, agents, artificial intelligence",752,2024-02-08 02:24:00.000
14,"descent, nonconvex, convex, gradient descent, bayesian optimization",788,2024-02-08 02:24:00.000
15,"algebras, categories, lie, modules, algebra",667,2024-02-08 02:24:00.000
16,"photonic, optical, laser, cavity, lithium",624,2024-02-08 02:24:00.000
17,"protein, molecular, cell, dna, drug",635,2024-02-08 02:24:00.000
18,"spiking, brain, spiking neural, eeg, alzheimers",587,2024-02-08 02:24:00.000
19,"financial, market, pricing, stock, portfolio",601,2024-02-08 02:24:00.000
20,"deep neural, dnn, pruning, architecture search, training",548,2024-02-08 02:24:00.000
21,"reinforcement learning, reinforcement, policy, offline, offline reinforcement",733,2024-02-08 02:24:00.000
22,"granular, porous, droplets, polymer, droplet",570,2024-02-08 02:24:00.000
23,"electricity, charging, grid, wind, electric",594,2024-02-08 02:24:00.000
24,"driving, autonomous, traffic, autonomous driving, planning",668,2024-02-08 02:24:00.000
25,"object detection, object, point cloud, lidar, cloud",590,2024-02-08 02:24:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, infection",342,2024-02-08 02:24:00.000
27,"domain adaptation, adaptation, label, multilabel, domain generalization",540,2024-02-08 02:24:00.000
28,"manipulation, robot, imitation, robotic, tactile",522,2024-02-08 02:24:00.000
29,"causal, treatment, causal inference, survival, quantile",531,2024-02-08 02:24:00.000
30,"dark, dark matter, dark energy, axion, searches",386,2024-02-08 02:24:00.000
31,"predictive control, optimal control, predictive, model predictive, nonlinear systems",498,2024-02-08 02:24:00.000
32,"navierstokes, navierstokes equations, galerkin, equations, discontinuous galerkin",399,2024-02-08 02:24:00.000
33,"pulsar, gammaray, xray, bursts, pulsars",339,2024-02-08 02:24:00.000
34,"software, code generation, vulnerability, repair, language",505,2024-02-08 02:24:00.000
35,"splatting, gaussian splatting, depth, depth estimation, scene",548,2024-02-08 02:24:00.000
36,"gpu, hpc, encryption, serverless, riscv",419,2024-02-08 02:24:00.000
37,"adversarial, attacks, backdoor, attack, adversarial attacks",483,2024-02-08 02:24:00.000
38,"elliptic, fractional, equations, laplacian, regularity",367,2024-02-08 02:24:00.000
39,"operators, sobolev, banach, inequalities, banach spaces",417,2024-02-08 02:24:00.000
40,"health, clinical, medical, language, large language",479,2024-02-08 02:24:00.000
41,"face, facial, face recognition, recognition, deepfake",456,2024-02-08 02:24:00.000
42,"graph neural, graphs, link prediction, node, graph learning",498,2024-02-08 02:24:00.000
43,"neutrino, neutrinos, mass, dark, dark matter",265,2024-02-08 02:24:00.000
44,"superresolution, image superresolution, image restoration, restoration, image compression",447,2024-02-08 02:24:00.000
45,"logic, automata, boolean, logics, modal",373,2024-02-08 02:24:00.000
46,"solar, coronal, flare, wind, magnetic",298,2024-02-08 02:24:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",435,2024-02-08 02:24:00.000
48,"plasma, plasmas, laser, electron, discharge",340,2024-02-08 02:24:00.000
49,"federated, federated learning, client, personalized federated, personalized",542,2024-02-08 02:24:00.000
50,"bilayer, twisted, moire, electronic, graphite",291,2024-02-08 02:24:00.000
51,"question, answering, question answering, knowledge, knowledge graph",405,2024-02-08 02:24:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wave equations",305,2024-02-08 02:24:00.000
53,"action, action recognition, recognition, reality, activity recognition",390,2024-02-08 02:24:00.000
54,"visionlanguage, multimodal, visionlanguage models, multimodal large, reasoning",390,2024-02-08 02:24:00.000
55,"climate, seismic, weather, assimilation, flood",300,2024-02-08 02:24:00.000
56,"turbulence, turbulent, convection, vortex, waves",284,2024-02-08 02:24:00.000
57,"transformers, transformer, attention, vision, vision transformers",353,2024-02-08 02:24:00.000
58,"uav, aerial, uavs, drone, swarm",321,2024-02-08 02:24:00.000
59,"texttoimage, editing, diffusion models, image generation, video",413,2024-02-08 02:24:00.000
60,"groups, subgroups, finite groups, finite, abelian groups",271,2024-02-08 02:24:00.000
61,"blockchain, smart, smart contracts, contracts, fraud",239,2024-02-08 02:24:00.000
62,"private, privacy, differentially private, differentially, differential privacy",331,2024-02-08 02:24:00.000
63,"games, game, nash, equilibria, mean field",287,2024-02-08 02:24:00.000
64,"brownian, brownian motion, sdes, stochastic differential, equations",258,2024-02-08 02:24:00.000
65,"codes, decoding, polar, cyclic, coding",238,2024-02-08 02:24:00.000
66,"dialogue, chatgpt, conversational, dialog, taskoriented",284,2024-02-08 02:24:00.000
67,"anomaly, anomaly detection, outlier, outlier detection, time series",234,2024-02-08 02:24:00.000
68,"physicsinformed, physicsinformed neural, differential equations, partial differential, equations",253,2024-02-08 02:24:00.000
69,"segmentation, semantic segmentation, semantic, instance segmentation, instance",299,2024-02-08 02:24:00.000
70,"community, community detection, complex networks, centrality, social",185,2024-02-08 02:24:00.000
71,"metamaterials, plasmonic, metamaterial, plasmon, surface",174,2024-02-08 02:24:00.000
72,"news, opinion, social, fake, misinformation",237,2024-02-08 02:24:00.000
73,"diffusion models, inverse problems, flow matching, diffusion model, normalizing",240,2024-02-08 02:24:00.000
74,"supernova, ia, sn, remnant, explosion",156,2024-02-08 02:24:00.000
75,"entanglement, entanglement entropy, entangled, multipartite, quantum entanglement",157,2024-02-08 02:24:00.000
76,"boseeinstein, condensates, bose, condensate, superfluid",143,2024-02-08 02:24:00.000
77,"neutron, neutron stars, star, stars, mergers",162,2024-02-08 02:24:00.000
78,"matrices, random matrices, markov, markov chains, central limit",132,2024-02-08 02:24:00.000
79,"telescope, astronomy, astronomical, observatory, science",152,2024-02-08 02:24:00.000
80,"detector, detectors, liquid, pixel, silicon",151,2024-02-08 02:24:00.000
81,"knots, knot, links, braid, homology",161,2024-02-08 02:24:00.000
82,"materials, interatomic, material, additive manufacturing, potentials",173,2024-02-08 02:24:00.000
83,"remote sensing, remote, sensing, sensing image, crop",176,2024-02-08 02:24:00.000
84,"summarization, sentiment, sentiment analysis, topic, abstractive",184,2024-02-08 02:24:00.000
-1,"quantum, language, large language, language models, multimodal",44505,2024-06-20 06:00:00.000
0,"galaxies, galaxy, stars, stellar, star",2661,2024-06-20 06:00:00.000
1,"hall, superconductivity, spin, magnetic, superconductors",2192,2024-06-20 06:00:00.000
2,"collisions, qcd, production, decays, quark",1660,2024-06-20 06:00:00.000
3,"curvature, surfaces, curves, manifolds, conjecture",1874,2024-06-20 06:00:00.000
4,"gravity, inflation, gauge, theories, cosmological",1557,2024-06-20 06:00:00.000
5,"mimo, wireless, communications, communication, beamforming",1637,2024-06-20 06:00:00.000
6,"graphs, trees, hypergraphs, coloring, digraphs",1305,2024-06-20 06:00:00.000
7,"language, language models, large language, reasoning, language model",1762,2024-06-20 06:00:00.000
8,"segmentation, medical, medical image, mri, image segmentation",1617,2024-06-20 06:00:00.000
9,"black, black holes, holes, black hole, hole",1130,2024-06-20 06:00:00.000
10,"speech, audio, music, speech recognition, speaker",1330,2024-06-20 06:00:00.000
11,"quantum, quantum computing, circuits, quantum circuits, quantum systems",1082,2024-06-20 06:00:00.000
12,"time series, forecasting, series forecasting, highdimensional, multivariate",920,2024-06-20 06:00:00.000
13,"ai, intelligence, agents, generative ai, artificial intelligence",877,2024-06-20 06:00:00.000
14,"nonconvex, convex, descent, optimization problems, multiobjective",770,2024-06-20 06:00:00.000
15,"algebras, categories, lie, modules, algebra",715,2024-06-20 06:00:00.000
16,"photonic, optical, cavity, photon, waveguide",598,2024-06-20 06:00:00.000
17,"protein, molecular, drug, dna, cell",701,2024-06-20 06:00:00.000
18,"spiking, brain, eeg, spiking neural, neuromorphic",758,2024-06-20 06:00:00.000
19,"financial, market, pricing, stock, portfolio",658,2024-06-20 06:00:00.000
20,"deep neural, pruning, training, dnn, architecture search",546,2024-06-20 06:00:00.000
21,"reinforcement learning, reinforcement, policy, offline, reward",595,2024-06-20 06:00:00.000
22,"granular, porous, polymer, droplet, fracture",554,2024-06-20 06:00:00.000
23,"electricity, grid, load, wind, charging",635,2024-06-20 06:00:00.000
24,"driving, autonomous, traffic, autonomous driving, planning",657,2024-06-20 06:00:00.000
25,"object detection, object, point cloud, cloud, lidar",735,2024-06-20 06:00:00.000
26,"covid19, epidemic, pandemic, covid19 pandemic, disease",320,2024-06-20 06:00:00.000
27,"domain adaptation, adaptation, label, multilabel, domain generalization",489,2024-06-20 06:00:00.000
28,"manipulation, robot, robotic, imitation, locomotion",703,2024-06-20 06:00:00.000
29,"causal, treatment, causal inference, imputation, trials",546,2024-06-20 06:00:00.000
30,"dark, dark matter, dark energy, axion, sector",445,2024-06-20 06:00:00.000
31,"predictive control, model predictive, optimal control, predictive, nonlinear systems",461,2024-06-20 06:00:00.000
32,"navierstokes, navierstokes equations, element, equations, galerkin",419,2024-06-20 06:00:00.000
33,"pulsar, gammaray, xray, grb, bursts",449,2024-06-20 06:00:00.000
34,"software, code generation, vulnerability, repair, language",564,2024-06-20 06:00:00.000
35,"splatting, gaussian splatting, depth, 3d gaussian, depth estimation",624,2024-06-20 06:00:00.000
36,"serverless, cloud, riscv, gpu, hpc",445,2024-06-20 06:00:00.000
37,"adversarial, attacks, attack, backdoor, adversarial attacks",450,2024-06-20 06:00:00.000
38,"fractional, elliptic, equations, laplacian, regularity",370,2024-06-20 06:00:00.000
39,"operators, sobolev, inequalities, banach, banach spaces",419,2024-06-20 06:00:00.000
40,"clinical, medical, health, large language, depression",547,2024-06-20 06:00:00.000
41,"face, facial, face recognition, recognition, deepfake",495,2024-06-20 06:00:00.000
42,"graph neural, node, link prediction, graphs, graph convolutional",403,2024-06-20 06:00:00.000
43,"neutrino, neutrinos, mass, oscillations, highenergy",282,2024-06-20 06:00:00.000
44,"superresolution, image superresolution, image restoration, restoration, image compression",455,2024-06-20 06:00:00.000
45,"logic, automata, boolean, logics, modal",360,2024-06-20 06:00:00.000
46,"solar, coronal, flare, magnetic, flux",312,2024-06-20 06:00:00.000
47,"recommendation, recommender, recommender systems, recommendations, collaborative filtering",438,2024-06-20 06:00:00.000
48,"plasma, plasmas, laser, electron, ion",297,2024-06-20 06:00:00.000
49,"federated, federated learning, personalized federated, learning federated, client",460,2024-06-20 06:00:00.000
50,"bilayer, twisted, graphite, moire, electronic",289,2024-06-20 06:00:00.000
51,"question, answering, question answering, knowledge, retrieval",460,2024-06-20 06:00:00.000
52,"schrodinger, nonlinear schrodinger, equations, wave, wellposedness",314,2024-06-20 06:00:00.000
53,"action, action recognition, recognition, activity recognition, reality",422,2024-06-20 06:00:00.000
54,"visionlanguage, multimodal, visionlanguage models, multimodal large, visual",462,2024-06-20 06:00:00.000
55,"seismic, weather, climate, assimilation, precipitation",391,2024-06-20 06:00:00.000
56,"turbulence, turbulent, convection, vortex, boundary layer",265,2024-06-20 06:00:00.000
57,"transformers, transformer, attention, vision, vision transformers",313,2024-06-20 06:00:00.000
58,"uav, aerial, uavs, swarm, drone",360,2024-06-20 06:00:00.000
59,"texttoimage, editing, diffusion models, image generation, video",417,2024-06-20 06:00:00.000
60,"groups, subgroups, finite groups, finite, abelian groups",255,2024-06-20 06:00:00.000
