Topic,Words,Frequency,Timestamp
17,"pruning, accelerators, dnn, workloads, nas",566,2023-09-27 22:48:00.000
18,"physicsinformed, pdes, seismic, pinns, physicsinformed neural",660,2023-09-27 22:48:00.000
19,"electricity, renewable, charging, power systems, voltage",627,2023-09-27 22:48:00.000
20,"finite element, galerkin, mesh, discretization, meshes",547,2023-09-27 22:48:00.000
21,"semantics, automata, logics, languages, calculus",493,2023-09-27 22:48:00.000
22,"social, news, dialogue, social media, hate",625,2023-09-27 22:48:00.000
23,"anomaly detection, hyperspectral, remote sensing, sar, imagery",610,2023-09-27 22:48:00.000
24,"developers, software engineering, llms, code generation, software development",531,2023-09-27 22:48:00.000
25,"ferroelectric, excitons, exciton, perovskite, thermal",459,2023-09-27 22:48:00.000
26,"attacks, malware, cybersecurity, adversarial, iot",433,2023-09-27 22:48:00.000
27,"solar, coronal, solar wind, reconnection, plasma",386,2023-09-27 22:48:00.000
28,"bell, nonlocality, quantum mechanics, multipartite, contextuality",383,2023-09-27 22:48:00.000
29,"relu, gradient descent, sgd, activation functions, learning rate",442,2023-09-27 22:48:00.000
30,"trials, treatment effects, causal inference, estimators, covariates",436,2023-09-27 22:48:00.000
31,"eeg, brain, ecg, fmri, sleep",425,2023-09-27 22:48:00.000
32,"market, stock, financial, portfolio, volatility",376,2023-09-27 22:48:00.000
33,"metasurfaces, metasurface, plasmonic, photonic, microscopy",364,2023-09-27 22:48:00.000
34,"traffic, vehicles, autonomous driving, vehicle, autonomous vehicles",362,2023-09-27 22:48:00.000
35,"languages, machine translation, multilingual, sentence, word",403,2023-09-27 22:48:00.000
36,"controller, predictive control, controllers, mpc, model predictive",317,2023-09-27 22:48:00.000
37,"adversarial, attacks, backdoor, adversarial examples, adversarial attacks",349,2023-09-27 22:48:00.000
38,"education, student, chatgpt, educational, teaching",353,2023-09-27 22:48:00.000
39,"planning, robots, robot, motion planning, controller",334,2023-09-27 22:48:00.000
40,"recommendation, recommender, recommender systems, items, item",347,2023-09-27 22:48:00.000
41,"optimization problems, nonconvex, nonsmooth, proximal, convergence rate",324,2023-09-27 22:48:00.000
42,"atoms, photon, photons, cavity, atom",269,2023-09-27 22:48:00.000
43,"blockchain, transactions, transaction, contracts, ethereum",334,2023-09-27 22:48:00.000
44,"epidemic, covid19, infection, disease, pandemic",258,2023-09-27 22:48:00.000
45,"video, superresolution, image restoration, lowlight, denoising",322,2023-09-27 22:48:00.000
46,"spiking, snns, neuromorphic, spiking neural, neurons",307,2023-09-27 22:48:00.000
47,"graphene, bilayer, bilayer graphene, twisted, twisted bilayer",230,2023-09-27 22:48:00.000
48,"action recognition, pose estimation, video, human pose, 3d human",307,2023-09-27 22:48:00.000
49,"gnns, graph neural, gnn, networks gnns, node classification",349,2023-09-27 22:48:00.000
50,"manybody, quantum systems, chaos, open quantum, chaotic",258,2023-09-27 22:48:00.000
51,"traffic, travel, mobility, urban, routing",331,2023-09-27 22:48:00.000
52,"navierstokes, euler, navierstokes equations, incompressible, compressible",266,2023-09-27 22:48:00.000
53,"segmentation, object detection, semantic segmentation, semantic, coco",300,2023-09-27 22:48:00.000
54,"llms, reward, language models, cot, large language",160,2023-09-27 22:48:00.000
55,"superfluid, boseeinstein, bose, condensate, vortex",204,2023-09-27 22:48:00.000
56,"protein, drug, molecular, molecules, drug discovery",295,2023-09-27 22:48:00.000
57,"question answering, qa, query, rag, llms",251,2023-09-27 22:48:00.000
58,"domain adaptation, ssl, active learning, unlabeled, contrastive",275,2023-09-27 22:48:00.000
59,"transformers, incontext, icl, language models, llms",260,2023-09-27 22:48:00.000
60,"face recognition, facial, deepfake, forgery, biometric",206,2023-09-27 22:48:00.000
61,"crystal, molecular, interatomic, dft, interatomic potentials",210,2023-09-27 22:48:00.000
62,"plasma, plasmas, tokamak, electron, discharge",196,2023-09-27 22:48:00.000
63,"laser, comb, combs, photonic, lasers",190,2023-09-27 22:48:00.000
64,"qkd, key distribution, quantum key, secure, cryptography",187,2023-09-27 22:48:00.000
65,"laser, beam, electron, plasma, accelerator",214,2023-09-27 22:48:00.000
66,"climate, weather, precipitation, forecasting, forecasts",223,2023-09-27 22:48:00.000
67,"clinical, llms, biomedical, language models, large language",208,2023-09-27 22:48:00.000
68,"oscillators, species, kuramoto, populations, prey",168,2023-09-27 22:48:00.000
69,"vr, gaze, virtual reality, ar, eye",192,2023-09-27 22:48:00.000
70,"mds, dna, reedsolomon, minimum distance, reedsolomon codes",186,2023-09-27 22:48:00.000
71,"integrable, hamiltonian, orbits, limit cycles, bifurcation",165,2023-09-27 22:48:00.000
72,"nonhermitian, chern, quantum hall, hall, skin",178,2023-09-27 22:48:00.000
73,"community detection, centrality, stochastic block, hypergraphs, block model",176,2023-09-27 22:48:00.000
74,"grain, dislocation, alloys, alloy, dislocations",165,2023-09-27 22:48:00.000
-1,"llms, language models, large language, video, spin",30345,2024-02-08 02:24:00.000
0,"dark, stars, galaxies, galaxy, stellar",11422,2024-02-08 02:24:00.000
1,"algebras, varieties, cohomology, polynomials, elliptic",7754,2024-02-08 02:24:00.000
2,"wireless, mimo, ris, beamforming, 5g",2033,2024-02-08 02:24:00.000
3,"particles, liquid, shear, turbulence, turbulent",1556,2024-02-08 02:24:00.000
4,"segmentation, mri, ct, medical image, clinical",1611,2024-02-08 02:24:00.000
5,"speech, audio, speaker, music, emotion",1365,2024-02-08 02:24:00.000
6,"policy, reinforcement learning, robot, rl, robots",1490,2024-02-08 02:24:00.000
7,"vertex, coloring, subgraph, bipartite, chromatic",1326,2024-02-08 02:24:00.000
8,"scene, point cloud, lidar, scenes, camera",1514,2024-02-08 02:24:00.000
9,"brownian, brownian motion, percolation, random walk, stochastic differential",937,2024-02-08 02:24:00.000
10,"games, regret, bandit, bandits, nash",930,2024-02-08 02:24:00.000
11,"qubits, quantum computing, gates, quantum circuits, quantum algorithms",955,2024-02-08 02:24:00.000
12,"federated, privacy, federated learning, fl, clients",1109,2024-02-08 02:24:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",672,2024-02-08 02:24:00.000
14,"editing, texttoimage, visionlanguage, diffusion models, clip",972,2024-02-08 02:24:00.000
15,"estimators, posterior, lasso, nonparametric, lowrank",602,2024-02-08 02:24:00.000
16,"superconducting, superconductivity, superconductors, superconductor, josephson",572,2024-02-08 02:24:00.000
17,"pruning, accelerators, workloads, latency, nas",604,2024-02-08 02:24:00.000
18,"pdes, physicsinformed, pinns, seismic, pde",698,2024-02-08 02:24:00.000
19,"electricity, charging, renewable, voltage, power flow",629,2024-02-08 02:24:00.000
20,"finite element, galerkin, mesh, discretization, discontinuous galerkin",551,2024-02-08 02:24:00.000
21,"logics, semantics, automata, languages, calculus",595,2024-02-08 02:24:00.000
22,"social, news, social media, dialogue, political",671,2024-02-08 02:24:00.000
23,"anomaly detection, hyperspectral, remote sensing, imagery, underwater",622,2024-02-08 02:24:00.000
24,"developers, llms, code generation, software development, software engineering",646,2024-02-08 02:24:00.000
25,"perovskite, films, excitons, metal, phonon",472,2024-02-08 02:24:00.000
26,"attacks, malware, llms, cybersecurity, adversarial",567,2024-02-08 02:24:00.000
27,"solar, coronal, solar wind, reconnection, magnetic field",383,2024-02-08 02:24:00.000
28,"bell, nonlocality, quantum mechanics, multipartite, quantum states",383,2024-02-08 02:24:00.000
29,"relu, sgd, gradient descent, adam, activation functions",432,2024-02-08 02:24:00.000
30,"trials, treatment effects, causal inference, covariates, causal discovery",460,2024-02-08 02:24:00.000
31,"eeg, brain, ecg, fmri, sleep",378,2024-02-08 02:24:00.000
32,"market, stock, financial, volatility, portfolio",403,2024-02-08 02:24:00.000
33,"metasurfaces, metasurface, photonic, plasmonic, microscopy",368,2024-02-08 02:24:00.000
34,"traffic, vehicles, autonomous driving, vehicle, trajectory prediction",471,2024-02-08 02:24:00.000
35,"languages, machine translation, multilingual, crosslingual, word",467,2024-02-08 02:24:00.000
36,"controller, predictive control, controllers, mpc, nonlinear systems",427,2024-02-08 02:24:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, adversarial examples",403,2024-02-08 02:24:00.000
38,"education, student, educational, teaching, courses",451,2024-02-08 02:24:00.000
39,"planning, robots, robot, motion planning, path planning",398,2024-02-08 02:24:00.000
40,"recommendation, recommender, recommender systems, items, item",444,2024-02-08 02:24:00.000
41,"optimization problems, nonconvex, nonsmooth, proximal, gradient descent",374,2024-02-08 02:24:00.000
42,"atoms, photon, cavity, photons, atom",333,2024-02-08 02:24:00.000
43,"blockchain, contracts, ethereum, transactions, smart contracts",320,2024-02-08 02:24:00.000
44,"epidemic, covid19, infection, disease, pandemic",234,2024-02-08 02:24:00.000
45,"superresolution, video, image restoration, image compression, hdr",416,2024-02-08 02:24:00.000
46,"spiking, snns, spiking neural, neuromorphic, neurons",335,2024-02-08 02:24:00.000
47,"graphene, bilayer graphene, bilayer, twisted, moire",280,2024-02-08 02:24:00.000
48,"action recognition, pose estimation, 3d human, human pose, video",367,2024-02-08 02:24:00.000
49,"gnns, graph neural, gnn, networks gnns, node classification",433,2024-02-08 02:24:00.000
50,"manybody, quantum systems, thermalization, open quantum, bath",252,2024-02-08 02:24:00.000
51,"traffic, urban, mobility, travel, routing",355,2024-02-08 02:24:00.000
52,"navierstokes, euler, navierstokes equations, compressible, incompressible",304,2024-02-08 02:24:00.000
53,"segmentation, object detection, semantic segmentation, semantic, coco",328,2024-02-08 02:24:00.000
54,"llms, language models, reward, large language, cot",302,2024-02-08 02:24:00.000
55,"boseeinstein, superfluid, bose, condensate, condensates",211,2024-02-08 02:24:00.000
56,"protein, molecular, drug, molecules, drug discovery",289,2024-02-08 02:24:00.000
57,"rag, llms, question answering, qa, documents",318,2024-02-08 02:24:00.000
58,"ssl, unlabeled, active learning, domain adaptation, contrastive",245,2024-02-08 02:24:00.000
59,"transformers, incontext, icl, language models, llms",373,2024-02-08 02:24:00.000
60,"face recognition, facial, deepfake, forgery, deepfake detection",226,2024-02-08 02:24:00.000
61,"interatomic, molecular, crystal, dft, interatomic potentials",242,2024-02-08 02:24:00.000
62,"plasma, plasmas, tokamak, gyrokinetic, electron",242,2024-02-08 02:24:00.000
63,"laser, comb, photonic, fiber, niobate",225,2024-02-08 02:24:00.000
64,"qkd, key distribution, quantum key, secure, cryptography",190,2024-02-08 02:24:00.000
65,"laser, beam, plasma, electron, accelerator",181,2024-02-08 02:24:00.000
66,"climate, weather, precipitation, forecasting, assimilation",214,2024-02-08 02:24:00.000
67,"clinical, llms, biomedical, language models, large language",271,2024-02-08 02:24:00.000
68,"oscillators, species, kuramoto, kuramoto model, lotkavolterra",180,2024-02-08 02:24:00.000
69,"vr, gaze, virtual reality, eye, ar",280,2024-02-08 02:24:00.000
70,"dna, reedsolomon, mds, ary, minimum distance",189,2024-02-08 02:24:00.000
71,"orbits, integrable, hamiltonian, periodic orbits, hamiltonian systems",171,2024-02-08 02:24:00.000
72,"nonhermitian, quantum hall, hall, skin, topological phases",182,2024-02-08 02:24:00.000
73,"centrality, community detection, stochastic block, hypergraphs, complex networks",176,2024-02-08 02:24:00.000
74,"grain, dislocation, alloys, dislocations, alloy",179,2024-02-08 02:24:00.000
-1,"llms, language models, large language, video, llm",31683,2024-06-20 06:00:00.000
0,"stars, galaxies, dark, stellar, galaxy",12715,2024-06-20 06:00:00.000
1,"algebras, varieties, cohomology, polynomials, projective",7847,2024-06-20 06:00:00.000
2,"wireless, mimo, beamforming, ris, antenna",2423,2024-06-20 06:00:00.000
3,"particles, liquid, shear, turbulence, turbulent",1568,2024-06-20 06:00:00.000
4,"segmentation, medical image, mri, clinical, ct",2176,2024-06-20 06:00:00.000
5,"speech, audio, speaker, music, asr",1854,2024-06-20 06:00:00.000
6,"robot, reinforcement learning, policy, rl, robots",1659,2024-06-20 06:00:00.000
7,"vertex, coloring, subgraph, bipartite, chromatic",1330,2024-06-20 06:00:00.000
8,"scene, point cloud, lidar, scenes, camera",1656,2024-06-20 06:00:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",1046,2024-06-20 06:00:00.000
10,"games, regret, bandit, opinion, bandits",912,2024-06-20 06:00:00.000
11,"quantum computing, qubits, gates, quantum circuits, quantum algorithms",1048,2024-06-20 06:00:00.000
12,"privacy, federated, federated learning, fl, clients",1052,2024-06-20 06:00:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",641,2024-06-20 06:00:00.000
14,"visionlanguage, editing, mllms, texttoimage, clip",997,2024-06-20 06:00:00.000
15,"estimators, posterior, nonparametric, lowrank, mcmc",673,2024-06-20 06:00:00.000
16,"superconducting, superconductivity, superconductors, superconductor, josephson",665,2024-06-20 06:00:00.000
17,"pruning, accelerators, latency, workloads, gpus",672,2024-06-20 06:00:00.000
18,"physicsinformed, seismic, pinns, pdes, physicsinformed neural",783,2024-06-20 06:00:00.000
19,"electricity, renewable, charging, power systems, voltage",696,2024-06-20 06:00:00.000
20,"finite element, galerkin, mesh, discretization, meshes",599,2024-06-20 06:00:00.000
21,"automata, semantics, logics, languages, calculus",558,2024-06-20 06:00:00.000
22,"social, news, social media, dialogue, hate",692,2024-06-20 06:00:00.000
23,"anomaly detection, hyperspectral, remote sensing, imagery, sar",724,2024-06-20 06:00:00.000
24,"llms, developers, code generation, software engineering, vulnerability",671,2024-06-20 06:00:00.000
25,"excitons, ferroelectric, perovskite, exciton, monolayer",482,2024-06-20 06:00:00.000
26,"attacks, llms, malware, cybersecurity, jailbreak",670,2024-06-20 06:00:00.000
27,"solar, coronal, reconnection, flare, solar wind",399,2024-06-20 06:00:00.000
28,"bell, multipartite, nonlocality, quantum mechanics, inequalities",401,2024-06-20 06:00:00.000
29,"relu, adam, gradient descent, activation functions, sgd",402,2024-06-20 06:00:00.000
30,"treatment effects, trials, estimators, causal inference, covariates",451,2024-06-20 06:00:00.000
31,"eeg, brain, ecg, fmri, sleep",551,2024-06-20 06:00:00.000
32,"market, financial, stock, portfolio, volatility",428,2024-06-20 06:00:00.000
33,"metasurfaces, metasurface, plasmonic, photonic, microscopy",347,2024-06-20 06:00:00.000
34,"traffic, vehicles, autonomous driving, vehicle, autonomous vehicles",506,2024-06-20 06:00:00.000
35,"languages, machine translation, multilingual, crosslingual, lowresource",388,2024-06-20 06:00:00.000
36,"controller, predictive control, mpc, controllers, model predictive",393,2024-06-20 06:00:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, adversarial examples",433,2024-06-20 06:00:00.000
38,"education, student, educational, teaching, ethical",517,2024-06-20 06:00:00.000
39,"planning, robots, robot, aerial, motion planning",463,2024-06-20 06:00:00.000
40,"recommendation, recommender, recommender systems, items, item",489,2024-06-20 06:00:00.000
41,"optimization problems, nonconvex, nonsmooth, proximal, convergence rate",344,2024-06-20 06:00:00.000
42,"photon, atoms, photons, atom, cavity",322,2024-06-20 06:00:00.000
43,"blockchain, contracts, smart contracts, transactions, transaction",398,2024-06-20 06:00:00.000
44,"epidemic, covid19, infection, disease, pandemic",252,2024-06-20 06:00:00.000
45,"video, superresolution, image restoration, image compression, denoising",412,2024-06-20 06:00:00.000
46,"spiking, neuromorphic, snns, spiking neural, neurons",387,2024-06-20 06:00:00.000
47,"graphene, bilayer graphene, bilayer, twisted, moire",264,2024-06-20 06:00:00.000
48,"action recognition, video, pose estimation, human pose, 3d human",343,2024-06-20 06:00:00.000
49,"gnns, graph neural, gnn, networks gnns, node classification",330,2024-06-20 06:00:00.000
50,"manybody, quantum systems, thermalization, chaos, open quantum",248,2024-06-20 06:00:00.000
51,"traffic, urban, travel, mobility, routing",346,2024-06-20 06:00:00.000
52,"navierstokes, euler, compressible, navierstokes equations, incompressible",284,2024-06-20 06:00:00.000
53,"segmentation, object detection, semantic segmentation, semantic, coco",313,2024-06-20 06:00:00.000
54,"llms, reward, language models, large language, rlhf",330,2024-06-20 06:00:00.000
55,"boseeinstein, bose, superfluid, vortex, condensate",250,2024-06-20 06:00:00.000
56,"protein, drug, molecular, molecules, drug discovery",357,2024-06-20 06:00:00.000
57,"rag, llms, qa, question answering, query",364,2024-06-20 06:00:00.000
58,"ssl, domain adaptation, unlabeled, contrastive, active learning",224,2024-06-20 06:00:00.000
59,"transformers, incontext, llms, language models, icl",393,2024-06-20 06:00:00.000
60,"deepfake, face recognition, facial, forgery, deepfake detection",263,2024-06-20 06:00:00.000
61,"molecular, crystal, dft, interatomic, materials science",293,2024-06-20 06:00:00.000
62,"plasma, plasmas, tokamak, electron, ion",227,2024-06-20 06:00:00.000
63,"laser, photonic, comb, lasers, combs",182,2024-06-20 06:00:00.000
64,"qkd, key distribution, quantum key, secure, cryptography",209,2024-06-20 06:00:00.000
65,"beam, laser, electron, plasma, beams",184,2024-06-20 06:00:00.000
66,"climate, weather, precipitation, forecasting, forecasts",263,2024-06-20 06:00:00.000
67,"clinical, llms, biomedical, language models, large language",316,2024-06-20 06:00:00.000
68,"oscillators, species, kuramoto, populations, kuramoto model",175,2024-06-20 06:00:00.000
69,"vr, gaze, virtual reality, immersive, ar",275,2024-06-20 06:00:00.000
70,"mds, reedsolomon, dna, hamming, reedsolomon codes",151,2024-06-20 06:00:00.000
71,"hamiltonian, integrable, orbits, hamiltonian systems, chaotic",199,2024-06-20 06:00:00.000
72,"nonhermitian, chern, quantum hall, hall, skin",182,2024-06-20 06:00:00.000
73,"community detection, centrality, hypergraphs, hypergraph, complex networks",145,2024-06-20 06:00:00.000
74,"grain, alloys, dislocation, alloy, dislocations",171,2024-06-20 06:00:00.000
-1,"llms, language models, large language, video, llm",34008,2024-10-31 09:36:00.000
0,"stars, galaxies, dark, stellar, galaxy",13150,2024-10-31 09:36:00.000
1,"algebras, varieties, cohomology, polynomials, projective",8730,2024-10-31 09:36:00.000
2,"wireless, beamforming, ris, mimo, antenna",2215,2024-10-31 09:36:00.000
3,"particles, liquid, turbulent, shear, turbulence",1677,2024-10-31 09:36:00.000
4,"segmentation, mri, ct, medical image, clinical",1887,2024-10-31 09:36:00.000
5,"speech, audio, music, speaker, asr",1396,2024-10-31 09:36:00.000
6,"policy, robot, reinforcement learning, rl, robots",1620,2024-10-31 09:36:00.000
7,"vertex, coloring, subgraph, bipartite, planar",1382,2024-10-31 09:36:00.000
8,"scene, point cloud, lidar, splatting, scenes",1461,2024-10-31 09:36:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",1167,2024-10-31 09:36:00.000
10,"games, regret, bandit, bandits, social",1011,2024-10-31 09:36:00.000
11,"qubits, quantum computing, quantum circuits, gates, quantum algorithms",1137,2024-10-31 09:36:00.000
12,"federated, privacy, federated learning, fl, clients",1095,2024-10-31 09:36:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",756,2024-10-31 09:36:00.000
14,"editing, visionlanguage, mllms, texttoimage, diffusion models",1154,2024-10-31 09:36:00.000
15,"estimators, posterior, nonparametric, mcmc, lasso",657,2024-10-31 09:36:00.000
16,"superconducting, superconductivity, superconductors, superconductor, josephson",678,2024-10-31 09:36:00.000
17,"pruning, workloads, accelerators, gpus, serverless",702,2024-10-31 09:36:00.000
18,"physicsinformed, pdes, seismic, pinns, pde",863,2024-10-31 09:36:00.000
19,"electricity, renewable, charging, renewable energy, voltage",684,2024-10-31 09:36:00.000
20,"finite element, galerkin, mesh, discretization, meshes",657,2024-10-31 09:36:00.000
21,"semantics, logics, automata, calculus, languages",617,2024-10-31 09:36:00.000
22,"social, news, social media, hate, dialogue",623,2024-10-31 09:36:00.000
23,"anomaly detection, hyperspectral, sar, remote sensing, imagery",781,2024-10-31 09:36:00.000
24,"llms, developers, code generation, software engineering, software development",755,2024-10-31 09:36:00.000
25,"perovskite, excitons, ferroelectric, films, exciton",544,2024-10-31 09:36:00.000
26,"attacks, llms, malware, jailbreak, cybersecurity",774,2024-10-31 09:36:00.000
27,"solar, coronal, solar wind, reconnection, wind",416,2024-10-31 09:36:00.000
28,"bell, quantum mechanics, nonlocality, multipartite, contextuality",438,2024-10-31 09:36:00.000
29,"relu, adam, gradient descent, sgd, learning rate",484,2024-10-31 09:36:00.000
30,"treatment effects, trials, estimators, causal inference, covariates",516,2024-10-31 09:36:00.000
31,"eeg, brain, ecg, fmri, sleep",539,2024-10-31 09:36:00.000
32,"market, financial, stock, portfolio, trading",478,2024-10-31 09:36:00.000
33,"metasurfaces, metasurface, photonic, plasmonic, microscopy",402,2024-10-31 09:36:00.000
34,"traffic, vehicles, autonomous driving, vehicle, trajectory prediction",482,2024-10-31 09:36:00.000
35,"languages, multilingual, machine translation, language models, lowresource",361,2024-10-31 09:36:00.000
36,"controller, mpc, controllers, predictive control, nonlinear systems",368,2024-10-31 09:36:00.000
37,"adversarial, attacks, backdoor, adversarial attacks, adversarial examples",442,2024-10-31 09:36:00.000
38,"education, student, educational, genai, teaching",570,2024-10-31 09:36:00.000
39,"planning, robots, robot, controller, aerial",484,2024-10-31 09:36:00.000
40,"recommendation, recommender, recommender systems, item, items",431,2024-10-31 09:36:00.000
41,"nonconvex, optimization problems, proximal, nonsmooth, convergence rate",383,2024-10-31 09:36:00.000
42,"photon, atoms, photons, cavity, atom",348,2024-10-31 09:36:00.000
43,"blockchain, contracts, transaction, smart contracts, transactions",370,2024-10-31 09:36:00.000
44,"epidemic, covid19, disease, infection, vaccination",242,2024-10-31 09:36:00.000
45,"superresolution, video, image restoration, deblurring, denoising",345,2024-10-31 09:36:00.000
46,"spiking, snns, neuromorphic, spiking neural, neurons",387,2024-10-31 09:36:00.000
47,"graphene, bilayer graphene, bilayer, twisted, moire",298,2024-10-31 09:36:00.000
48,"action recognition, pose estimation, human motion, human pose, video",321,2024-10-31 09:36:00.000
49,"gnns, graph neural, gnn, node classification, networks gnns",459,2024-10-31 09:36:00.000
50,"manybody, quantum systems, thermalization, chaotic, chaos",302,2024-10-31 09:36:00.000
51,"traffic, urban, mobility, travel, routing",359,2024-10-31 09:36:00.000
52,"navierstokes, incompressible, navierstokes equations, euler, compressible",348,2024-10-31 09:36:00.000
53,"segmentation, object detection, semantic segmentation, semantic, coco",250,2024-10-31 09:36:00.000
54,"llms, reward, language models, large language, cot",450,2024-10-31 09:36:00.000
55,"boseeinstein, condensate, superfluid, bose, vortex",231,2024-10-31 09:36:00.000
56,"protein, drug, molecular, molecules, drug discovery",390,2024-10-31 09:36:00.000
57,"rag, llms, retrievalaugmented, qa, question answering",380,2024-10-31 09:36:00.000
58,"ssl, domain adaptation, unlabeled, active learning, contrastive",223,2024-10-31 09:36:00.000
59,"transformers, llms, incontext, pruning, language models",491,2024-10-31 09:36:00.000
60,"deepfake, facial, face recognition, forgery, deepfake detection",213,2024-10-31 09:36:00.000
61,"molecular, crystal, interatomic, materials science, dft",313,2024-10-31 09:36:00.000
62,"plasma, plasmas, tokamak, electron, discharge",245,2024-10-31 09:36:00.000
63,"laser, photonic, comb, lasers, combs",233,2024-10-31 09:36:00.000
64,"qkd, key distribution, quantum key, secure, secret",248,2024-10-31 09:36:00.000
65,"beam, laser, plasma, electron, accelerator",220,2024-10-31 09:36:00.000
66,"climate, weather, precipitation, forecasting, forecasts",266,2024-10-31 09:36:00.000
67,"clinical, llms, large language, language models, biomedical",306,2024-10-31 09:36:00.000
68,"species, oscillators, kuramoto, ecological, fitness",194,2024-10-31 09:36:00.000
69,"vr, gaze, virtual reality, ar, eye",258,2024-10-31 09:36:00.000
70,"mds, reedsolomon, selfdual, dna, lcd",181,2024-10-31 09:36:00.000
71,"orbits, hamiltonian, integrable, periodic orbits, limit cycles",166,2024-10-31 09:36:00.000
72,"nonhermitian, quantum hall, hall, chern, insulators",198,2024-10-31 09:36:00.000
73,"community detection, centrality, stochastic block, block model, hypergraphs",183,2024-10-31 09:36:00.000
74,"grain, alloys, dislocation, alloy, dislocations",171,2024-10-31 09:36:00.000
-1,"llms, language models, large language, video, llm",40123,2025-03-13 13:12:00.000
0,"stars, dark, galaxies, stellar, galaxy",14183,2025-03-13 13:12:00.000
1,"algebras, varieties, cohomology, polynomials, elliptic",9574,2025-03-13 13:12:00.000
2,"wireless, beamforming, antenna, mimo, ris",2529,2025-03-13 13:12:00.000
3,"particles, liquid, shear, turbulence, turbulent",1728,2025-03-13 13:12:00.000
4,"segmentation, clinical, mri, medical image, ct",2295,2025-03-13 13:12:00.000
5,"speech, audio, music, speaker, emotion",2003,2025-03-13 13:12:00.000
6,"policy, robot, reinforcement learning, rl, robotic",2040,2025-03-13 13:12:00.000
7,"vertex, coloring, subgraph, bipartite, planar",1564,2025-03-13 13:12:00.000
8,"scene, point cloud, splatting, lidar, gaussian splatting",1861,2025-03-13 13:12:00.000
9,"brownian, percolation, brownian motion, random walk, stochastic differential",1144,2025-03-13 13:12:00.000
10,"games, regret, bandit, bandits, nash",1030,2025-03-13 13:12:00.000
11,"qubits, quantum computing, gates, quantum circuits, quantum algorithms",1481,2025-03-13 13:12:00.000
12,"privacy, federated, federated learning, fl, clients",1314,2025-03-13 13:12:00.000
13,"spin, hall, magnetization, antiferromagnetic, ferromagnetic",824,2025-03-13 13:12:00.000
14,"editing, visionlanguage, mllms, texttoimage, vlms",1549,2025-03-13 13:12:00.000
15,"estimators, posterior, nonparametric, copula, lowrank",783,2025-03-13 13:12:00.000
16,"superconducting, superconductivity, superconductors, superconductor, majorana",753,2025-03-13 13:12:00.000
17,"pruning, workloads, accelerators, latency, cache",890,2025-03-13 13:12:00.000
18,"physicsinformed, pdes, seismic, pinns, physicsinformed neural",958,2025-03-13 13:12:00.000
19,"electricity, renewable, charging, power systems, renewable energy",765,2025-03-13 13:12:00.000
20,"finite element, mesh, galerkin, discretization, meshes",661,2025-03-13 13:12:00.000
21,"automata, semantics, logics, languages, calculus",647,2025-03-13 13:12:00.000
22,"social, news, social media, hate, dialogue",730,2025-03-13 13:12:00.000
23,"anomaly detection, hyperspectral, remote sensing, sar, imagery",955,2025-03-13 13:12:00.000
24,"llms, developers, code generation, vulnerability, software engineering",947,2025-03-13 13:12:00.000
25,"ferroelectric, perovskite, exciton, films, thermal",567,2025-03-13 13:12:00.000
26,"attacks, llms, malware, jailbreak, threat",975,2025-03-13 13:12:00.000
27,"solar, coronal, reconnection, solar wind, magnetic field",442,2025-03-13 13:12:00.000
28,"bell, quantum mechanics, multipartite, nonlocality, quantum information",497,2025-03-13 13:12:00.000
29,"relu, gradient descent, sgd, adam, activation functions",479,2025-03-13 13:12:00.000
30,"treatment effects, trials, causal inference, estimators, covariates",654,2025-03-13 13:12:00.000
31,"eeg, brain, ecg, sleep, fmri",586,2025-03-13 13:12:00.000
32,"market, financial, stock, volatility, portfolio",484,2025-03-13 13:12:00.000
33,"metasurfaces, photonic, metasurface, plasmonic, microscopy",456,2025-03-13 13:12:00.000
34,"traffic, autonomous driving, vehicles, vehicle, planning",625,2025-03-13 13:12:00.000
35,"languages, multilingual, machine translation, lowresource, crosslingual",365,2025-03-13 13:12:00.000
36,"controller, predictive control, controllers, mpc, nonlinear systems",546,2025-03-13 13:12:00.000
37,"adversarial, attacks, adversarial attacks, backdoor, adversarial examples",485,2025-03-13 13:12:00.000
38,"education, student, educational, governance, ethical",703,2025-03-13 13:12:00.000
39,"planning, robots, robot, motion planning, aerial",539,2025-03-13 13:12:00.000
40,"recommendation, recommender, recommender systems, item, items",546,2025-03-13 13:12:00.000
41,"nonconvex, optimization problems, nonsmooth, proximal, convergence rate",478,2025-03-13 13:12:00.000
42,"atoms, photon, photons, rydberg, cavity",397,2025-03-13 13:12:00.000
43,"blockchain, contracts, smart contracts, transaction, transactions",443,2025-03-13 13:12:00.000
44,"epidemic, infection, covid19, disease, vaccination",244,2025-03-13 13:12:00.000
45,"superresolution, video, image restoration, lowlight, denoising",441,2025-03-13 13:12:00.000
46,"spiking, snns, neuromorphic, spiking neural, neurons",445,2025-03-13 13:12:00.000
